1        1.407 0.00
2        1.389 7.68
3        1.384 5.36
4        1.388 2.24
5        1.350 17.52
6        1.387 5.46
7        1.396 6.35
8        1.382 8.34
10       1.369 12.92
12       1.365 7.66
13       1.334 15.90
50       1.348 1.11
108      1.348 1.10
