1760     1.270 10.87 
1842     1.266 7.93 
1889     1.253 6.80 
1902     1.237 6.40 
1906     1.240 11.40 
1917     1.248 11.75 
1928     1.259 6.15 
1931     1.316 7.85 
1933     1.249 13.67 
1973     1.276 5.63 
1979     1.287 0.65 
1995     1.229 12.97 
2034     1.229 11.47 
2061     1.260 8.26 
2074     1.250 7.67 
2087     1.256 11.67 
2103     1.245 9.43 
2115     1.254 12.52 
2163     1.277 4.03 
2175     1.228 10.48 
2183     1.279 3.55 
2184     1.298 6.86 
2195     1.256 8.64 
2212     1.255 7.54 
2220     1.285 3.65 
2226     1.272 7.27 
2228     1.229 8.99 
2241     1.240 12.67 
2246     1.222 10.93 
2270     1.234 9.70 
2300     1.255 8.86 
2301     1.252 11.53 
2320     1.233 13.84 
2335     1.240 13.06 
2353     1.256 4.42 
2369     1.256 6.39 
2424     1.255 14.13 
2428     1.247 6.21 
2514     1.219 12.46 
2532     1.265 3.69 
2539     1.276 11.15 
2552     1.244 5.37 
2569     1.262 5.71 
2588     1.283 11.41 
2606     1.261 5.58 
2654     1.277 11.10 
2675     1.274 10.49 
2677     1.223 9.54 
2690     1.270 12.79 
2698     1.287 11.99 
2715     1.278 5.69 
2740     1.243 8.67 
2774     1.254 6.95 
2812     1.207 14.08 
2916     1.262 14.48 
2925     1.244 8.15 
2980     1.324 4.63 
3058     1.270 12.80 
3139     1.223 9.17 
3181     1.227 11.77 
3328     1.233 7.33 
3367     1.277 10.22 
3372     1.242 9.54 
3378     1.278 5.71 
3396     1.237 5.89 
3434     1.242 8.49 
3471     1.264 10.80 
3546     1.269 10.48 
3549     1.247 7.28 
