1        1.378 8.58
2        1.384 10.89
3        1.338 19.58
4        1.366 10.50
5        1.364 12.63
8        1.332 18.04
9        1.345 14.59
12       1.356 17.55
14       1.341 16.61
36       1.346 14.95
61       1.346 11.87
73       1.391 0.00
85       1.356 13.09
170      1.385 10.82
176      1.384 10.82
